order_id,order_date,order_amount,user_id,user_name,city,membership,restaurant_id,restaurant_name,cuisine,rating
2947,2023-09-11 00:00:00,989.65,137,User_137,Hyderabad,Gold,269,Udupi Mess Pure Veg,Indian,3.5
2948,2023-03-06 00:00:00,395.17,1488,User_1488,Hyderabad,Gold,289,Sri Biryani Punjabi,Italian,4.8
2949,2023-02-04 00:00:00,653.92,1828,User_1828,Chennai,Regular,394,Grand Tiffins South Indian,Mexican,3.5
2950,2023-11-11 00:00:00,1248.55,2123,User_2123,Bangalore,Regular,258,Spice Curry House Chinese,Indian,3
2951,2023-04-26 00:00:00,207,787,User_787,Pune,Gold,282,Hotel Curry House Chinese,Indian,4.4
2952,2023-03-06 00:00:00,313.55,226,User_226,Chennai,Regular,472,Darbar Delights Family Restaurant,Chinese,4.3
2953,2023-08-19 00:00:00,131.15,2455,User_2455,Hyderabad,Gold,255,Hotel Tiffins Punjabi,Mexican,3.1
2954,2023-12-05 00:00:00,1293.59,2029,User_2029,Pune,Gold,489,Swagath Foods Punjabi,Italian,3
2955,2023-12-22 00:00:00,519.34,2554,User_2554,Hyderabad,Gold,483,Darbar Restaurant Family Restaurant,Chinese,4.5
2956,2023-08-29 00:00:00,1172.81,2557,User_2557,Chennai,Gold,287,Amma Cafe South Indian,Chinese,4.7
2957,2023-05-29 00:00:00,111.8,2281,User_2281,Bangalore,Gold,311,New Delights Family Restaurant,Italian,4.7
2958,2023-05-20 00:00:00,1176.3,2138,User_2138,Chennai,Regular,402,Sai Restaurant Andhra,Mexican,3.3
2959,2023-06-28 00:00:00,419.79,2987,User_2987,Pune,Gold,348,Royal Restaurant Andhra,Italian,3
2960,2023-03-21 00:00:00,761.28,2448,User_2448,Hyderabad,Regular,382,Annapurna Mess Andhra,Mexican,4.8
2961,2023-12-22 00:00:00,571.87,80,User_80,Chennai,Gold,287,Amma Cafe South Indian,Chinese,4.7
2962,2023-11-22 00:00:00,913.82,2024,User_2024,Chennai,Regular,489,Swagath Foods Punjabi,Italian,3
2963,2023-04-10 00:00:00,939.05,2858,User_2858,Hyderabad,Regular,256,Sri Curry House Andhra,Italian,3.1
2964,2023-04-07 00:00:00,570.4,884,User_884,Pune,Gold,296,Grand Restaurant Multicuisine,Italian,3.8
2965,2023-11-26 00:00:00,1190.41,2926,User_2926,Hyderabad,Regular,114,Ruchi Mess Andhra,Indian,3.9
2966,2023-02-14 00:00:00,622.78,730,User_730,Bangalore,Regular,422,Sai Curry House South Indian,Mexican,3
2967,2023-05-13 00:00:00,407.29,1500,User_1500,Hyderabad,Regular,69,Classic Tiffins Punjabi,Chinese,4.9
2968,2023-02-28 00:00:00,1367.11,2470,User_2470,Hyderabad,Regular,67,Swagath Tiffins Andhra,Mexican,4.1
2969,2023-09-08 00:00:00,1139.62,577,User_577,Chennai,Gold,181,Classic Foods Pure Veg,Indian,4
2970,2023-05-17 00:00:00,1203.75,1824,User_1824,Bangalore,Regular,118,Amma Mess Pure Veg,Mexican,3.8
2971,2023-08-09 00:00:00,148.62,335,User_335,Chennai,Gold,149,Amma Restaurant South Indian,Mexican,3.6
2972,2023-04-04 00:00:00,517.98,484,User_484,Hyderabad,Regular,353,Sai Delights South Indian,Indian,4.8
2973,2023-05-05 00:00:00,175.42,1156,User_1156,Pune,Gold,101,Sai Kitchen South Indian,Mexican,3.9
2974,2023-12-03 00:00:00,174.84,2110,User_2110,Chennai,Regular,95,Classic Biryani North Indian,Indian,3.7
2975,2023-09-16 00:00:00,1345.92,2534,User_2534,Bangalore,Regular,131,Hotel Restaurant Non-Veg,Italian,3.4
2976,2023-11-08 00:00:00,786.53,1673,User_1673,Chennai,Regular,364,Sri Foods Non-Veg,Mexican,3.4
2977,2023-10-05 00:00:00,548.98,2233,User_2233,Hyderabad,Regular,75,New Cafe South Indian,Chinese,4.2
2978,2023-02-08 00:00:00,523.39,2477,User_2477,Bangalore,Gold,201,Spice Cafe Pure Veg,Mexican,3.4
2979,2023-03-08 00:00:00,388.75,482,User_482,Hyderabad,Regular,231,New Dhaba Punjabi,Indian,4.1
2980,2023-10-27 00:00:00,795.74,2169,User_2169,Bangalore,Regular,152,Hotel Curry House Punjabi,Indian,4.8
2981,2023-01-30 00:00:00,1134.32,2485,User_2485,Chennai,Gold,242,Classic Dhaba Punjabi,Mexican,4
2982,2023-01-23 00:00:00,1188.86,1429,User_1429,Chennai,Gold,493,Darbar Restaurant Multicuisine,Mexican,4.2
2983,2023-09-02 00:00:00,958.82,1223,User_1223,Chennai,Regular,108,Darbar Curry House North Indian,Chinese,4
2984,2023-10-16 00:00:00,902.55,2412,User_2412,Chennai,Gold,320,Hotel Cafe Multicuisine,Italian,4.1
2985,2023-04-30 00:00:00,838.81,457,User_457,Chennai,Regular,125,Sai Foods Family Restaurant,Chinese,4.3
2986,2023-12-06 00:00:00,1206.63,1598,User_1598,Bangalore,Gold,215,Spice Biryani Punjabi,Mexican,4.4
2987,2023-03-30 00:00:00,531.04,2797,User_2797,Hyderabad,Gold,61,Hotel Curry House North Indian,Italian,4.4
2988,2023-05-18 00:00:00,334.27,15,User_15,Bangalore,Regular,397,Amma Foods Family Restaurant,Indian,4.8
2989,2023-04-09 00:00:00,915.07,1585,User_1585,Bangalore,Regular,352,Hotel Kitchen Multicuisine,Italian,4.7
2990,2023-10-05 00:00:00,859.11,1539,User_1539,Hyderabad,Regular,258,Spice Curry House Chinese,Indian,3
2991,2023-05-05 00:00:00,1024.72,315,User_315,Chennai,Gold,436,Swagath Tiffins Punjabi,Mexican,4.6
2992,2023-08-11 00:00:00,686.91,813,User_813,Bangalore,Gold,317,Darbar Cafe Pure Veg,Mexican,3.5
2993,2023-10-18 00:00:00,246.72,950,User_950,Chennai,Regular,396,Taste of Delights Non-Veg,Mexican,4.8
2994,2023-07-15 00:00:00,590.22,168,User_168,Hyderabad,Gold,9,Classic Mess Family Restaurant,Italian,3.1
2995,2023-04-14 00:00:00,1496.45,70,User_70,Bangalore,Gold,352,Hotel Kitchen Multicuisine,Italian,4.7
2996,2023-09-02 00:00:00,1287.3,602,User_602,Pune,Regular,217,Royal Eatery Family Restaurant,Indian,4.8
2997,2023-09-06 00:00:00,1098.23,268,User_268,Hyderabad,Gold,449,Sai Restaurant South Indian,Indian,4.5
2998,2023-11-03 00:00:00,988.02,554,User_554,Chennai,Gold,180,Grand Restaurant Punjabi,Chinese,4.4
2999,2023-10-21 00:00:00,348.91,2706,User_2706,Hyderabad,Regular,289,Sri Biryani Punjabi,Italian,4.8
3000,2023-07-17 00:00:00,767.46,1745,User_1745,Hyderabad,Gold,416,Amma Cafe Pure Veg,Chinese,4.6
3001,2023-09-19 00:00:00,748.76,2992,User_2992,Bangalore,Regular,418,Annapurna Foods Multicuisine,Chinese,3.3
3002,2023-01-29 00:00:00,502.26,2539,User_2539,Hyderabad,Regular,35,Royal Biryani North Indian,Chinese,3.9
3003,2023-11-10 00:00:00,638.34,2896,User_2896,Bangalore,Gold,199,Sri Eatery Chinese,Italian,3.4
3004,2023-12-17 00:00:00,1090.17,2071,User_2071,Hyderabad,Regular,174,Amma Biryani North Indian,Mexican,3.1
3005,2023-11-19 00:00:00,263.03,2856,User_2856,Hyderabad,Regular,82,Udupi Kitchen Pure Veg,Chinese,3.3
3006,2023-11-18 00:00:00,1340.98,329,User_329,Hyderabad,Regular,240,New Mess Andhra,Indian,3.8
3007,2023-01-09 00:00:00,1143.21,442,User_442,Chennai,Gold,393,Classic Dhaba Andhra,Italian,4.1
3008,2023-03-15 00:00:00,1003.04,1759,User_1759,Chennai,Regular,155,Udupi Biryani Family Restaurant,Mexican,3.1
3009,2023-07-21 00:00:00,149.5,610,User_610,Pune,Gold,161,Annapurna Biryani South Indian,Mexican,3.8
3010,2023-12-02 00:00:00,568.39,2824,User_2824,Bangalore,Regular,332,Classic Delights Family Restaurant,Chinese,4.8
3011,2023-04-11 00:00:00,519.77,92,User_92,Bangalore,Regular,271,Hotel Curry House North Indian,Chinese,3.8
3012,2023-07-29 00:00:00,1025.46,2392,User_2392,Bangalore,Gold,420,Ruchi Tiffins Chinese,Italian,4
3013,2023-08-03 00:00:00,474.51,418,User_418,Bangalore,Regular,398,Royal Tiffins Pure Veg,Indian,3
3014,2023-02-05 00:00:00,195.38,562,User_562,Bangalore,Gold,33,Amma Foods Non-Veg,Italian,4.2
3015,2023-08-31 00:00:00,242.12,643,User_643,Pune,Gold,192,Darbar Restaurant Punjabi,Italian,4.3
3016,2023-01-17 00:00:00,1075.21,1265,User_1265,Bangalore,Regular,111,Ruchi Dhaba Chinese,Mexican,4.2
3017,2023-12-12 00:00:00,513.64,601,User_601,Hyderabad,Regular,12,Royal Foods Multicuisine,Mexican,3.4
3018,2023-04-02 00:00:00,741.33,1271,User_1271,Pune,Gold,398,Royal Tiffins Pure Veg,Indian,3
3019,2023-03-15 00:00:00,1091.02,961,User_961,Bangalore,Regular,140,Royal Tiffins Punjabi,Italian,3.3
3020,2023-01-17 00:00:00,1072.58,4,User_4,Bangalore,Regular,236,Hotel Eatery Non-Veg,Italian,4.2
3021,2023-01-29 00:00:00,697.75,1161,User_1161,Hyderabad,Gold,29,Spice Kitchen Pure Veg,Italian,3
3022,2023-08-21 00:00:00,457.84,382,User_382,Bangalore,Regular,266,Annapurna Delights Multicuisine,Italian,3.9
3023,2023-09-30 00:00:00,826.04,1985,User_1985,Chennai,Gold,217,Royal Eatery Family Restaurant,Indian,4.8
3024,2023-06-10 00:00:00,1323.46,1635,User_1635,Bangalore,Gold,425,Ruchi Curry House Punjabi,Chinese,4.2
3025,2023-11-16 00:00:00,359.84,2321,User_2321,Bangalore,Gold,96,Annapurna Biryani Non-Veg,Mexican,4.4
3026,2023-12-29 00:00:00,1424.76,928,User_928,Bangalore,Regular,152,Hotel Curry House Punjabi,Indian,4.8
3027,2023-11-25 00:00:00,163.42,2571,User_2571,Pune,Gold,323,Taste of Mess Chinese,Mexican,4.6
3028,2023-09-10 00:00:00,194.53,532,User_532,Hyderabad,Gold,319,Darbar Eatery Family Restaurant,Indian,3.1
3029,2023-11-03 00:00:00,1304.93,704,User_704,Chennai,Regular,296,Grand Restaurant Multicuisine,Italian,3.8
3030,2023-11-07 00:00:00,744.85,1920,User_1920,Chennai,Gold,393,Classic Dhaba Andhra,Italian,4.1
3031,2023-04-02 00:00:00,295.48,1337,User_1337,Bangalore,Regular,373,Sai Delights Chinese,Indian,3.6
3032,2023-09-23 00:00:00,852.03,282,User_282,Chennai,Gold,96,Annapurna Biryani Non-Veg,Mexican,4.4
3033,2023-11-10 00:00:00,799.35,2694,User_2694,Bangalore,Regular,481,Sai Restaurant Non-Veg,Indian,4.2
3034,2023-12-03 00:00:00,601.7,2360,User_2360,Bangalore,Regular,36,Sai Dhaba South Indian,Italian,3.5
3035,2023-12-18 00:00:00,1096.09,1566,User_1566,Pune,Regular,500,Grand Eatery Family Restaurant,Chinese,3.2
3036,2023-07-15 00:00:00,281.1,2017,User_2017,Chennai,Gold,178,Sai Mess North Indian,Mexican,3.1
3037,2023-08-12 00:00:00,772.29,1067,User_1067,Bangalore,Regular,301,Classic Tiffins North Indian,Italian,4.8
3038,2023-10-28 00:00:00,613.67,279,User_279,Pune,Gold,186,Darbar Restaurant North Indian,Indian,4.3
3039,2023-04-07 00:00:00,916.3,337,User_337,Pune,Gold,375,Hotel Delights Multicuisine,Chinese,4.3
3040,2023-12-18 00:00:00,498.9,1388,User_1388,Bangalore,Gold,142,Ruchi Eatery Family Restaurant,Indian,4.6
3041,2023-11-19 00:00:00,883.37,852,User_852,Bangalore,Gold,437,Swagath Tiffins Chinese,Indian,3.3
3042,2023-04-29 00:00:00,374.27,2709,User_2709,Bangalore,Gold,132,Spice Tiffins Chinese,Indian,3.7
3043,2023-08-05 00:00:00,1499.43,1009,User_1009,Pune,Regular,338,Grand Kitchen Non-Veg,Mexican,4.5
3044,2023-07-15 00:00:00,1390.24,2375,User_2375,Pune,Gold,56,Sri Delights Pure Veg,Italian,3.2
3045,2023-02-13 00:00:00,125.38,1568,User_1568,Hyderabad,Gold,103,Darbar Restaurant North Indian,Mexican,4.9
3046,2023-02-14 00:00:00,533.99,553,User_553,Pune,Gold,364,Sri Foods Non-Veg,Mexican,3.4
3047,2023-10-01 00:00:00,433.65,394,User_394,Pune,Gold,99,Sri Restaurant Family Restaurant,Italian,4
3048,2023-06-16 00:00:00,123.8,2118,User_2118,Chennai,Regular,407,Grand Cafe Chinese,Mexican,4.6
3049,2023-05-22 00:00:00,983.78,1008,User_1008,Pune,Regular,253,New Restaurant North Indian,Italian,4.6
3050,2023-12-18 00:00:00,691.85,912,User_912,Bangalore,Regular,272,New Dhaba Pure Veg,Indian,4.8
3051,2023-11-16 00:00:00,640.84,493,User_493,Bangalore,Gold,226,Darbar Curry House Andhra,Indian,3.2
3052,2023-04-27 00:00:00,140.27,2726,User_2726,Bangalore,Regular,74,Spice Dhaba Non-Veg,Chinese,4.3
3053,2023-02-05 00:00:00,629.37,2678,User_2678,Hyderabad,Regular,233,Grand Cafe Family Restaurant,Italian,4.5
3054,2023-05-11 00:00:00,857.89,660,User_660,Chennai,Gold,14,Taste of Tiffins North Indian,Indian,3.8
3055,2023-10-28 00:00:00,444.22,1941,User_1941,Chennai,Gold,344,Annapurna Kitchen North Indian,Indian,4.8
3056,2023-07-07 00:00:00,269.61,705,User_705,Bangalore,Regular,364,Sri Foods Non-Veg,Mexican,3.4
3057,2023-07-11 00:00:00,977.78,450,User_450,Bangalore,Regular,113,Darbar Biryani Pure Veg,Chinese,5
3058,2023-07-28 00:00:00,186.72,2441,User_2441,Bangalore,Regular,361,Royal Dhaba Punjabi,Indian,4.5
3059,2023-05-05 00:00:00,1107.33,998,User_998,Bangalore,Regular,411,Swagath Delights Family Restaurant,Indian,4.3
3060,2023-04-27 00:00:00,211.59,1390,User_1390,Pune,Regular,431,Udupi Tiffins Punjabi,Mexican,4.6
3061,2023-12-28 00:00:00,288.89,1643,User_1643,Chennai,Regular,287,Amma Cafe South Indian,Chinese,4.7
3062,2023-06-24 00:00:00,104.29,1910,User_1910,Chennai,Regular,446,Annapurna Cafe Andhra,Indian,4.9
3063,2023-09-30 00:00:00,1004.46,1325,User_1325,Bangalore,Gold,193,Swagath Eatery Multicuisine,Chinese,3.8
3064,2023-05-15 00:00:00,1224.68,1380,User_1380,Hyderabad,Regular,313,Spice Curry House South Indian,Indian,3.9
3065,2023-06-18 00:00:00,1477.94,1136,User_1136,Hyderabad,Gold,277,Swagath Restaurant North Indian,Mexican,3.3
3066,2023-10-11 00:00:00,1017.29,2091,User_2091,Chennai,Gold,465,Sai Eatery North Indian,Italian,4.9
3067,2023-12-15 00:00:00,1299.27,877,User_877,Pune,Gold,120,Classic Biryani Multicuisine,Italian,3.2
3068,2023-09-20 00:00:00,284.24,359,User_359,Chennai,Regular,292,Amma Cafe North Indian,Mexican,4
3069,2023-11-01 00:00:00,1022.79,2683,User_2683,Pune,Gold,355,Swagath Restaurant Chinese,Indian,4.2
3070,2023-10-30 00:00:00,294.67,2688,User_2688,Bangalore,Regular,396,Taste of Delights Non-Veg,Mexican,4.8
3071,2023-05-09 00:00:00,1289.19,2586,User_2586,Hyderabad,Regular,104,Grand Dhaba South Indian,Chinese,4.9
3072,2023-12-08 00:00:00,981.63,1540,User_1540,Bangalore,Regular,383,Amma Biryani North Indian,Indian,3.1
3073,2023-06-17 00:00:00,245.61,2850,User_2850,Hyderabad,Gold,320,Hotel Cafe Multicuisine,Italian,4.1
3074,2023-10-27 00:00:00,318.67,300,User_300,Chennai,Regular,179,Annapurna Foods Multicuisine,Italian,3.5
3075,2023-07-30 00:00:00,441.18,859,User_859,Hyderabad,Gold,493,Darbar Restaurant Multicuisine,Mexican,4.2
3076,2023-05-05 00:00:00,305.08,502,User_502,Pune,Regular,78,Sri Kitchen Chinese,Indian,3.5
3077,2023-04-15 00:00:00,1043.9,1876,User_1876,Chennai,Gold,207,Grand Cafe Andhra,Italian,3.3
3078,2023-12-06 00:00:00,225.97,1755,User_1755,Hyderabad,Regular,169,Ruchi Curry House Pure Veg,Italian,4.2
3079,2023-03-23 00:00:00,1425.7,2776,User_2776,Chennai,Gold,410,Darbar Mess Pure Veg,Italian,3.6
3080,2023-04-13 00:00:00,1138.47,523,User_523,Chennai,Regular,369,Amma Foods Chinese,Italian,3
3081,2023-07-24 00:00:00,306.05,1674,User_1674,Pune,Regular,438,Grand Biryani Pure Veg,Italian,3.2
3082,2023-06-26 00:00:00,674.61,28,User_28,Pune,Regular,8,New Mess Punjabi,Indian,4.8
3083,2023-12-15 00:00:00,483.75,1232,User_1232,Pune,Gold,458,Swagath Mess Pure Veg,Italian,4.8
3084,2023-10-10 00:00:00,437.7,2021,User_2021,Pune,Gold,67,Swagath Tiffins Andhra,Mexican,4.1
3085,2023-08-27 00:00:00,1497.42,2429,User_2429,Bangalore,Regular,179,Annapurna Foods Multicuisine,Italian,3.5
3086,2023-02-21 00:00:00,1153.94,961,User_961,Bangalore,Regular,59,Sai Biryani Non-Veg,Chinese,4.6
3087,2023-07-10 00:00:00,629.15,1431,User_1431,Bangalore,Regular,384,Annapurna Biryani Andhra,Mexican,4.6
3088,2023-05-26 00:00:00,1365.24,222,User_222,Chennai,Gold,472,Darbar Delights Family Restaurant,Chinese,4.3
3089,2023-04-11 00:00:00,161.92,201,User_201,Chennai,Gold,395,Royal Restaurant Punjabi,Mexican,4
3090,2023-11-11 00:00:00,1299.95,1673,User_1673,Chennai,Regular,494,Hotel Restaurant North Indian,Mexican,4.3
3091,2023-02-13 00:00:00,834.53,881,User_881,Hyderabad,Regular,18,Annapurna Kitchen Family Restaurant,Italian,4.5
3092,2023-10-30 00:00:00,319.89,1176,User_1176,Chennai,Gold,187,Royal Kitchen North Indian,Chinese,3.8
3093,2023-12-06 00:00:00,979.81,688,User_688,Hyderabad,Gold,363,Annapurna Mess Pure Veg,Italian,4.9
3094,2023-09-13 00:00:00,610.64,561,User_561,Bangalore,Regular,133,Spice Foods Non-Veg,Italian,4.5
3095,2023-01-17 00:00:00,1002.68,931,User_931,Pune,Regular,15,Classic Cafe Multicuisine,Chinese,4.6
3096,2023-10-09 00:00:00,1307.62,662,User_662,Hyderabad,Regular,187,Royal Kitchen North Indian,Chinese,3.8
3097,2023-07-23 00:00:00,359.76,369,User_369,Bangalore,Gold,185,Hotel Dhaba Non-Veg,Mexican,4.5
3098,2023-12-28 00:00:00,882.99,928,User_928,Bangalore,Regular,231,New Dhaba Punjabi,Indian,4.1
3099,2023-05-22 00:00:00,836.44,2902,User_2902,Hyderabad,Regular,438,Grand Biryani Pure Veg,Italian,3.2
3100,2023-06-18 00:00:00,267.42,1199,User_1199,Pune,Gold,363,Annapurna Mess Pure Veg,Italian,4.9
3101,2023-08-28 00:00:00,310.52,1370,User_1370,Hyderabad,Regular,71,New Dhaba Non-Veg,Indian,3.7
3102,2023-09-29 00:00:00,745.87,1924,User_1924,Pune,Regular,134,New Tiffins Non-Veg,Mexican,4.3
3103,2023-04-12 00:00:00,1451.09,461,User_461,Bangalore,Gold,124,Spice Dhaba Andhra,Mexican,3.5
3104,2023-03-11 00:00:00,1257.43,1032,User_1032,Bangalore,Regular,312,Udupi Curry House Chinese,Chinese,3.1
3105,2023-04-09 00:00:00,197.83,51,User_51,Hyderabad,Regular,333,Amma Mess Multicuisine,Chinese,3.1
3106,2023-06-16 00:00:00,121.69,73,User_73,Chennai,Regular,50,Taste of Cafe Punjabi,Mexican,4.8
3107,2023-02-18 00:00:00,1272.78,1265,User_1265,Bangalore,Regular,367,Ruchi Restaurant Punjabi,Indian,4.6
3108,2023-03-20 00:00:00,826.45,2210,User_2210,Bangalore,Regular,155,Udupi Biryani Family Restaurant,Mexican,3.1
3109,2023-09-05 00:00:00,336.55,58,User_58,Bangalore,Regular,273,Swagath Delights Andhra,Indian,3.9
3110,2023-09-24 00:00:00,1300.19,2681,User_2681,Chennai,Gold,271,Hotel Curry House North Indian,Chinese,3.8
3111,2023-04-27 00:00:00,1201.2,639,User_639,Hyderabad,Gold,309,Ruchi Curry House Multicuisine,Indian,4.5
3112,2023-05-25 00:00:00,426.43,2002,User_2002,Pune,Gold,173,Darbar Delights South Indian,Chinese,3.7
3113,2023-04-19 00:00:00,1076.33,452,User_452,Bangalore,Gold,454,Taste of Dhaba South Indian,Italian,4.5
3114,2023-12-27 00:00:00,182.85,105,User_105,Hyderabad,Gold,348,Royal Restaurant Andhra,Italian,3
3115,2023-06-07 00:00:00,207.81,2347,User_2347,Hyderabad,Regular,91,Annapurna Mess Non-Veg,Italian,4.8
3116,2023-02-09 00:00:00,395.11,776,User_776,Bangalore,Gold,314,New Eatery Punjabi,Indian,4.1
3117,2023-10-12 00:00:00,1471.11,1715,User_1715,Pune,Regular,215,Spice Biryani Punjabi,Mexican,4.4
3118,2023-04-28 00:00:00,1341.79,2826,User_2826,Chennai,Gold,169,Ruchi Curry House Pure Veg,Italian,4.2
3119,2023-09-06 00:00:00,1259.36,669,User_669,Chennai,Gold,91,Annapurna Mess Non-Veg,Italian,4.8
3120,2023-03-04 00:00:00,116.92,1165,User_1165,Chennai,Regular,481,Sai Restaurant Non-Veg,Indian,4.2
3121,2023-06-01 00:00:00,1010.44,1448,User_1448,Chennai,Regular,352,Hotel Kitchen Multicuisine,Italian,4.7
3122,2023-11-28 00:00:00,1098.74,1594,User_1594,Bangalore,Regular,373,Sai Delights Chinese,Indian,3.6
3123,2023-05-30 00:00:00,1124.18,2130,User_2130,Pune,Gold,284,Ruchi Foods Multicuisine,Indian,4.7
3124,2023-10-01 00:00:00,1016.55,1555,User_1555,Pune,Gold,198,Annapurna Tiffins North Indian,Mexican,4.1
3125,2023-08-31 00:00:00,577.6,2529,User_2529,Bangalore,Regular,199,Sri Eatery Chinese,Italian,3.4
3126,2023-11-01 00:00:00,349.85,2916,User_2916,Bangalore,Regular,344,Annapurna Kitchen North Indian,Indian,4.8
3127,2023-11-12 00:00:00,1056.86,1649,User_1649,Chennai,Gold,171,Ruchi Mess Non-Veg,Mexican,3.6
3128,2023-09-23 00:00:00,930.48,2628,User_2628,Hyderabad,Regular,392,Classic Tiffins Chinese,Italian,3.3
3129,2023-02-02 00:00:00,243.02,2876,User_2876,Hyderabad,Gold,420,Ruchi Tiffins Chinese,Italian,4
3130,2023-01-08 00:00:00,1456.89,2398,User_2398,Bangalore,Gold,21,Grand Biryani Family Restaurant,Indian,3.5
3131,2023-02-03 00:00:00,1249.49,280,User_280,Bangalore,Gold,311,New Delights Family Restaurant,Italian,4.7
3132,2023-08-23 00:00:00,1081.49,1057,User_1057,Hyderabad,Regular,21,Grand Biryani Family Restaurant,Indian,3.5
3133,2023-11-10 00:00:00,1157.75,1042,User_1042,Pune,Gold,251,Grand Curry House Andhra,Chinese,3.9
3134,2023-08-30 00:00:00,1143.94,2520,User_2520,Hyderabad,Gold,480,Ruchi Curry House South Indian,Chinese,4
3135,2023-07-19 00:00:00,747.49,2041,User_2041,Pune,Regular,492,Swagath Kitchen North Indian,Italian,4
3136,2023-05-24 00:00:00,1291.26,2810,User_2810,Bangalore,Regular,143,Classic Cafe Punjabi,Chinese,4
3137,2023-07-16 00:00:00,312.39,2921,User_2921,Hyderabad,Regular,487,Amma Eatery Chinese,Chinese,4.8
3138,2023-12-24 00:00:00,573.17,1813,User_1813,Hyderabad,Regular,11,Taste of Kitchen Family Restaurant,Chinese,4.9
3139,2023-06-19 00:00:00,1385.63,2462,User_2462,Chennai,Gold,266,Annapurna Delights Multicuisine,Italian,3.9
3140,2023-07-18 00:00:00,1165.08,2515,User_2515,Pune,Regular,461,Sai Curry House Multicuisine,Italian,4.6
3141,2023-10-12 00:00:00,519.43,2134,User_2134,Hyderabad,Regular,93,Swagath Cafe Multicuisine,Chinese,4.9
3142,2023-09-18 00:00:00,685.03,1147,User_1147,Hyderabad,Regular,68,Taste of Biryani Andhra,Italian,4.1
3143,2023-05-11 00:00:00,183.57,1511,User_1511,Chennai,Regular,487,Amma Eatery Chinese,Chinese,4.8
3144,2024-01-01 00:00:00,589.22,1812,User_1812,Bangalore,Gold,481,Sai Restaurant Non-Veg,Indian,4.2
3145,2023-03-21 00:00:00,962.52,144,User_144,Pune,Regular,477,Swagath Biryani North Indian,Indian,4.1
3146,2023-08-23 00:00:00,192.53,2472,User_2472,Bangalore,Gold,137,Swagath Delights Andhra,Indian,3.2
3147,2023-01-11 00:00:00,1256.79,2637,User_2637,Hyderabad,Regular,176,Classic Delights North Indian,Italian,4
3148,2023-10-13 00:00:00,1215.61,1486,User_1486,Hyderabad,Regular,263,Grand Curry House Andhra,Indian,4.4
3149,2023-12-04 00:00:00,713.23,1491,User_1491,Bangalore,Regular,297,Grand Tiffins Andhra,Italian,4.8
3150,2023-05-26 00:00:00,301.25,1923,User_1923,Chennai,Regular,474,Annapurna Tiffins Pure Veg,Mexican,3.5
3151,2023-11-29 00:00:00,161.51,113,User_113,Chennai,Gold,263,Grand Curry House Andhra,Indian,4.4
3152,2023-10-13 00:00:00,832.87,1075,User_1075,Bangalore,Regular,262,Hotel Cafe Punjabi,Chinese,4.9
3153,2023-03-20 00:00:00,220.79,1420,User_1420,Pune,Gold,332,Classic Delights Family Restaurant,Chinese,4.8
3154,2023-09-04 00:00:00,889.25,2347,User_2347,Hyderabad,Regular,167,Grand Tiffins Non-Veg,Italian,4.7
3155,2023-10-18 00:00:00,230.68,772,User_772,Bangalore,Gold,270,Taste of Biryani North Indian,Mexican,3.8
3156,2023-12-13 00:00:00,883.6,1200,User_1200,Hyderabad,Regular,431,Udupi Tiffins Punjabi,Mexican,4.6
3157,2023-08-06 00:00:00,445.22,1358,User_1358,Chennai,Regular,243,Grand Tiffins South Indian,Chinese,4.8
3158,2023-03-22 00:00:00,883.34,356,User_356,Pune,Gold,430,Royal Delights South Indian,Mexican,4.1
3159,2023-04-20 00:00:00,1209.19,2948,User_2948,Hyderabad,Gold,103,Darbar Restaurant North Indian,Mexican,4.9
3160,2023-11-19 00:00:00,606.86,38,User_38,Chennai,Gold,3,Darbar Eatery Andhra,Mexican,4.3
3161,2023-11-16 00:00:00,1319.71,256,User_256,Bangalore,Regular,309,Ruchi Curry House Multicuisine,Indian,4.5
3162,2023-11-12 00:00:00,527.01,2761,User_2761,Chennai,Regular,237,Grand Restaurant South Indian,Italian,4.5
3163,2023-10-30 00:00:00,470.5,957,User_957,Bangalore,Gold,439,Classic Cafe Family Restaurant,Mexican,3.1
3164,2023-08-11 00:00:00,938.89,1874,User_1874,Hyderabad,Regular,440,Annapurna Kitchen North Indian,Mexican,3.8
3165,2023-07-12 00:00:00,1176.26,2177,User_2177,Hyderabad,Regular,105,Amma Curry House South Indian,Mexican,4.2
3166,2023-06-28 00:00:00,1445.7,943,User_943,Chennai,Regular,261,Spice Mess Non-Veg,Italian,3.5
3167,2023-07-13 00:00:00,1330.66,2575,User_2575,Hyderabad,Regular,156,Sri Tiffins North Indian,Italian,3.8
3168,2023-07-04 00:00:00,288.05,444,User_444,Pune,Gold,447,Amma Biryani South Indian,Chinese,3.2
3169,2023-03-07 00:00:00,960.82,727,User_727,Pune,Regular,194,New Dhaba Family Restaurant,Chinese,3.8
3170,2023-04-19 00:00:00,408.7,667,User_667,Bangalore,Gold,475,Ruchi Kitchen Punjabi,Italian,4.9
3171,2023-03-06 00:00:00,315.42,1783,User_1783,Hyderabad,Regular,319,Darbar Eatery Family Restaurant,Indian,3.1
3172,2023-08-28 00:00:00,219.48,1394,User_1394,Bangalore,Gold,18,Annapurna Kitchen Family Restaurant,Italian,4.5
3173,2023-10-11 00:00:00,509.66,2619,User_2619,Bangalore,Regular,331,Spice Biryani Non-Veg,Mexican,3.4
